# Pins one photo to one configuration, for references the sheet lists more than once.
#
# brand-slug	reference	variant	filename
#
# "variant" must match the sheet's "Variant / Name" cell (folded to lowercase and
# hyphens, so punctuation and spacing don't matter). "filename" is a file already
# inside public/products/<brand>/<reference>/ — gen-image-manifest.mjs warns and
# skips the row if it isn't.
#
# A listing on a shared reference with no row here shows NO photo and drops to the
# enquiry list. That is deliberate: showing another variant's dial is worse.
#
# Every pin below was set by opening the image and matching it to the variant.

# GMT-Master II — the pairs differ only by bracelet. Note vtnr is ordered the
# opposite way round to blnr/grnr, so these are not derivable from file order.
#   126300 Silver (0004 is on Jubilee), Green · 126331 all six (0001 is plain chocolate on Oyster)
#   126333 all five (0001 is silver) · 126334 Wimbledon, Mint Green, Champagne, Palm Motif, MOP, MOP Diamond,
#   Champagne Diamond Dot, Azzurro ×3, Ombré, Olive Green, Motif Roman, Meteorite · 126503 Champagne
#   126505 Chocolate, Sundust Baguette · 126508 John Mayer, Pikachu · 126509 Le Mans, Tahitian
#   126519LN Ghost ×2, Pikachu · 228235 White Dial, Chocolate Motif · 228236 Smooth, Fluted, Roman, Ice Blue Roman
#   228238 Ombré, Silver Anniversary, Onyx, Green Ombré · 228239 Olive RBR, Blue RBR, Meteorite
#   228345RBR Sundust Diamond Dot · 336933 Black Dial · 336935 Sundust · 336938 Green Dial

# 126300
rolex	126300	Black – Oyster Smooth	07-datejust-41-smooth-custom-blue-arabic.webp
rolex	126300	Blue – Oyster Smooth	01-datejust-41-smooth-blue-dial.webp
rolex	126300	Bright Blue – Oyster	01-datejust-41-smooth-blue-dial.webp
rolex	126300	Slate – Oyster	05-datejust-41-smooth-black-oyster.webp
rolex	126300	Dark Rhodium – Oyster	05-datejust-41-smooth-black-oyster.webp

# 126334
rolex	126334	Blue Dial – Fluted	01-datejust-41-blue-dial-fluted.webp
rolex	126334	Black	13-datejust-41-slate.webp
rolex	126334	Black Fluted	14-datejust-41-silver.webp
rolex	126334	Slate	09-datejust-41-mop-diamond.webp
rolex	126334	Grey Rhodium	10-datejust-41-mint-green-jubilee.webp

# 126610LV
rolex	126610LV	Starbucks (GMT filter)	01-submariner-date-starbucks.webp

# 126519LN
rolex	126519LN	Oysterflex – Black	01-daytona-oysterflex-black.webp

# 228235
rolex	228235	Rose Gold – Olive RBR	05-day-date-40-rose-gold-olive-rbr.webp
rolex	228235	Rose Gold – Chocolate RBR	03-day-date-40-rose-gold-eisenkiesel-rbr.webp
rolex	228235	Rose Gold – Ombré RBR	07-day-date-40-rose-gold-chocolate-motif-rbr.webp
rolex	228235	Rose Gold – Eisenkiesel RBR	06-day-date-40-rose-gold-white-dial.webp
rolex	228235	Rose Gold – Sundust Baguette RBR	04-day-date-40-rose-gold-sundust-baguette-rbr.webp

# 228236
rolex	228236	Platinum – Ice Blue	10-day-date-40-platinum-ice-blue.webp
rolex	228236	Platinum – Blue Dial	05-day-date-40-platinum-blue-dial.webp
rolex	228236	Platinum – Green Arabic TBR	06-day-date-40-platinum-green-arabic-tbr.webp
rolex	228236	Platinum – Blue TBR	07-day-date-40-platinum-blue-tbr.webp
rolex	228236	Platinum – Baguette Dial	04-day-date-40-platinum-baguette-dial.webp
rolex	228236	Platinum – Black Baguette	03-day-date-40-platinum-roman-numeral.webp

# 228238
rolex	228238	Yellow Gold – Black RBR	03-day-date-40-yellow-gold-silver-anniversary-rbr.webp
rolex	228238	Yellow Gold – Champagne RBR	04-day-date-40-yellow-gold-onyx-rbr.webp

# 228239
rolex	228239	White Gold – Olive	05-day-date-40-white-gold-olive.webp
rolex	228239	White Gold – Blue Dial	04-day-date-40-white-gold-blue-dial.webp

# 228345RBR
rolex	228345RBR	Rose Gold – DD2	01-day-date-40-rose-gold-dd2-rose-gold.webp

# 336934
rolex	336934	Blue Dial – Oyster	05-sky-dweller-white-oyster.webp
rolex	336934	Blue Dial – Jubilee	06-sky-dweller-mint-green-jubilee.webp
rolex	336934	Mint Green – Oyster	01-sky-dweller-blue-dial-oyster.webp
rolex	336934	Mint Green – Jubilee	02-sky-dweller-blue-dial-jubilee.webp
rolex	336934	White – Oyster	03-sky-dweller-mint-green-oyster.webp

# 336935
rolex	336935	Rose Gold – Chocolate	02-sky-dweller-rose-gold-sundust.webp

# Datejust 36 126234 — data/catalogue-extra.csv rows, named from rolex.com's own dial/bracelet wording.
rolex	126234	Bright Black – Jubilee	03-datejust-36-wimbledon.webp
rolex	126234	Bright Blue – Jubilee	05-datejust-36-mint-green-dial.webp
rolex	126234	Silver – Jubilee	01-datejust-36-champagne-diamond-dot.webp
rolex	126234	Silver – Oyster	02-datejust-36-mop.webp
rolex	126234	Bright Black – Oyster	04-datejust-36-motif-dial.webp
rolex	126234	Bright Blue – Oyster	06-datejust-36-blue-motif-dial.webp
rolex	126234	Mother of Pearl Diamond – Jubilee	07-datejust-36-white-diamond-dot.webp
rolex	126234	Mother of Pearl Diamond – Oyster	08-datejust-36-black-motif-dial.webp
rolex	126234	Aubergine Roman Diamond – Jubilee	09-datejust-36-chocolate-diamond-dot.webp
rolex	126234	Aubergine Roman Diamond – Oyster	10-datejust-36-silver-roman.webp
